1stFlrSF,3SsnPorch,BldgType,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MasVnrArea,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Sale Price
780,0,0,3,0,0,6,0,0,4,0,1,2,0,176,3,0,1,1,6,0,0,1,3,6,0.0,1020,0,2,0,3,0,6342,4,54.0,3,0,0,4,19,0,7,5,0,0,1,1,4,0,1,6,780,0,1875,1996,4,11.451060699493427
1567,0,0,1,1567,0,0,1,0,4,1,2,2,0,0,5,2,2,2,6,714,2,2,5,1,1977.0,1567,0,4,2,2,1,9819,4,73.0,0,0,0,4,11,32,4,6,2,0,1,1,4,0,1,5,1567,264,1977,1977,3,12.185875040240456
1167,0,0,3,645,0,1,0,0,4,1,2,2,0,216,2,1,0,1,0,495,2,3,5,5,1972.0,1167,0,4,2,3,0,8731,4,98.0,0,0,0,4,3,0,4,5,2,0,1,1,4,126,1,6,915,0,1920,1950,1,11.87757552297847
952,0,0,2,852,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,840,2,3,5,5,1988.0,952,0,4,2,3,0,7350,0,60.0,3,0,0,5,12,0,6,5,2,0,1,1,0,0,1,4,952,0,1951,1951,2,11.842236406331555
1088,0,0,3,381,0,0,1,0,4,1,4,2,0,0,5,1,1,2,6,484,2,3,5,1,1976.0,1868,1,0,5,2,0,10304,1,80.0,0,19,0,9,14,96,6,5,2,0,1,1,4,0,1,9,780,448,1976,1976,3,12.193498926601634
1466,0,0,1,1150,0,2,1,0,0,1,2,2,0,0,5,1,2,3,6,1052,3,2,5,3,2006.0,2828,0,0,5,2,0,9965,4,77.0,3,217,0,3,5,144,4,8,2,0,1,3,5,0,1,11,1466,125,2006,2007,1,12.959540872420414
1006,0,0,3,288,0,2,0,0,4,1,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,1006,0,4,2,3,0,9000,4,71.0,3,0,0,6,19,24,2,5,2,0,1,1,4,0,1,5,1006,0,1959,1959,2,11.289794413577894
672,0,1,3,348,0,1,1,0,2,0,2,2,0,0,3,0,0,1,6,280,1,3,5,5,1941.0,924,0,1,0,1,0,12180,4,60.0,3,0,0,6,7,0,3,4,2,0,1,1,4,0,1,5,672,0,1941,1950,4,11.289794413577894
1042,0,0,3,0,0,6,0,0,4,1,2,2,0,0,2,1,0,1,6,225,1,3,5,5,1928.0,1576,0,0,0,3,0,6240,4,52.0,3,0,0,7,3,0,5,5,2,0,1,1,3,0,1,8,1042,0,1928,1950,0,11.91170829631447
1298,0,0,3,1258,0,2,1,0,2,1,2,2,0,0,5,1,1,2,6,403,2,3,5,1,1985.0,1298,0,4,2,2,0,11200,4,66.5,3,45,0,4,20,26,4,6,2,0,1,1,4,0,1,5,1298,165,1985,1985,0,12.100717685412471
860,0,0,3,275,0,5,0,0,4,1,2,2,0,0,2,1,1,1,6,234,1,3,5,1,1941.0,1564,1,0,5,1,0,12000,4,75.0,3,0,0,6,6,0,6,7,2,0,1,1,4,0,1,7,704,0,1941,1950,3,12.069685751267224
572,0,0,3,0,0,6,0,0,4,1,2,2,0,176,2,1,2,1,6,288,1,3,5,5,1982.0,1111,0,4,0,3,0,5700,4,60.0,3,0,0,7,17,0,6,7,2,0,1,1,4,0,1,5,572,0,1926,1950,2,11.669082701743504
832,0,0,3,624,0,0,0,1,4,1,0,2,0,0,3,0,2,1,6,324,2,3,5,5,1930.0,1482,0,0,5,3,0,9000,4,50.0,3,0,0,6,17,0,8,7,2,0,1,3,4,0,1,7,650,0,1920,1988,3,11.870606902224587
932,0,0,3,0,0,6,0,0,4,1,2,2,0,214,2,1,1,1,6,306,1,3,5,1,1950.0,932,0,0,2,2,0,8280,4,57.0,0,0,0,10,12,0,4,6,2,0,1,1,4,0,1,4,932,0,1950,1950,1,11.728044909070785
1466,0,0,3,176,0,1,0,0,4,1,2,2,0,0,2,2,1,1,6,528,2,0,5,1,1959.0,1466,1,4,2,1,0,17755,4,134.0,3,81,0,10,7,140,3,5,2,0,1,1,4,100,1,6,1466,0,1959,1959,0,11.917730355182513
1811,0,0,3,296,547,0,0,0,4,1,2,2,0,280,2,1,2,1,6,470,2,0,5,1,1956.0,1811,0,0,2,0,0,14115,4,90.0,0,0,0,6,6,0,6,6,2,0,1,1,0,0,1,6,1073,0,1956,2004,0,12.345838935721968
816,0,0,0,538,0,0,0,0,4,1,2,2,0,96,3,0,0,1,6,432,1,3,5,5,2002.0,816,0,0,2,3,0,5890,0,60.0,3,0,0,5,9,0,7,6,2,0,1,1,4,0,1,5,816,0,1930,2007,2,11.699413330633599
902,0,0,1,454,0,0,0,0,4,1,2,2,0,0,2,2,1,1,6,492,2,3,5,1,1965.0,1820,2,4,5,2,0,13700,4,73.0,0,188,0,4,12,84,5,7,2,0,1,1,4,273,1,8,864,60,1965,1988,2,12.215037342290755
1437,0,0,1,1157,0,0,1,0,2,1,2,2,0,0,1,1,1,2,6,528,2,2,5,1,1976.0,1437,0,4,2,2,0,10768,0,90.0,0,0,0,6,24,21,7,5,2,0,1,1,4,180,1,6,1437,0,1976,2004,1,12.292254928916668
1265,96,0,1,633,0,0,0,1,4,1,2,2,0,0,2,1,2,2,6,502,2,2,5,1,1965.0,1265,0,2,7,2,0,9350,4,85.0,3,0,0,9,12,92,7,5,2,0,1,1,4,0,1,6,1219,0,1965,1999,2,12.100161978566867
1314,0,3,3,904,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,626,2,2,5,1,2008.0,1314,0,0,2,2,0,5001,4,34.0,0,108,0,6,16,62,4,7,2,0,1,1,4,0,1,6,1314,172,2007,2008,3,12.345838935721968
1580,0,0,3,0,0,6,0,0,2,1,1,2,0,0,3,0,2,2,6,830,3,2,5,1,2008.0,1580,0,0,2,2,0,11932,2,92.0,3,123,0,5,21,24,4,8,2,0,1,1,5,0,1,7,1580,0,2007,2008,2,12.367889578686164
943,0,0,3,442,0,0,0,0,4,1,2,2,0,0,5,1,1,2,6,540,2,2,2,1,1974.0,1876,1,4,5,2,0,9120,4,76.0,3,177,0,6,14,69,5,6,2,0,1,3,4,0,1,8,901,0,1974,1974,2,12.128116509451258
855,0,3,3,311,0,0,0,0,2,1,2,2,0,0,5,1,1,2,6,440,2,3,5,1,1978.0,1456,1,1,5,3,0,2280,4,24.0,3,0,0,6,13,0,4,6,2,0,1,1,4,0,1,7,855,26,1978,1978,4,11.891368749982085
1640,216,0,3,728,0,1,1,0,4,1,4,2,0,0,2,1,1,1,6,924,2,3,5,5,1993.0,1640,0,0,2,2,0,14778,1,74.0,0,37,0,10,6,0,6,6,2,0,1,3,4,0,1,7,1296,108,1954,2006,2,12.319405795112926
894,0,0,3,492,0,1,0,0,2,1,2,2,0,0,4,1,1,1,6,450,2,0,5,1,1968.0,894,0,2,2,3,0,8724,4,109.0,3,0,0,4,19,0,4,5,2,0,1,1,4,0,1,5,894,0,1968,1968,1,11.767575435251748
1258,0,2,0,1198,0,2,2,0,2,1,1,2,0,0,3,0,1,0,6,400,2,3,1,4,1969.0,1258,2,4,6,3,0,12900,4,60.0,3,0,0,0,19,0,3,4,2,0,1,1,2,0,1,6,1198,120,1969,1969,2,11.59873612138334
1432,0,0,1,680,391,0,1,0,2,1,1,2,0,0,5,1,2,1,6,588,2,3,5,1,1978.0,1432,1,0,7,2,0,16157,2,68.0,0,0,0,5,24,180,6,5,2,0,1,1,4,0,1,5,1360,168,1978,1978,1,12.175618592671356
1502,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,644,2,2,5,1,2009.0,1502,0,0,2,2,0,9541,4,79.0,0,176,0,8,16,114,4,7,2,0,1,1,5,0,1,7,1502,0,2009,2009,3,12.359527368950229
1694,0,0,0,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,776,3,2,5,1,2008.0,1694,0,0,2,2,0,10475,0,64.0,0,37,0,1,5,33,4,8,2,0,1,1,4,0,1,7,1694,160,2008,2008,4,12.41044511731981
959,0,0,3,786,0,2,1,0,2,1,6,2,0,0,5,1,2,2,6,472,2,0,5,1,2000.0,1671,1,0,5,3,0,10852,4,58.0,0,0,0,1,8,38,4,6,2,0,1,1,4,0,1,7,959,0,2000,2000,0,12.06105265381003
1236,0,0,3,626,0,5,0,0,4,1,2,2,0,0,5,2,1,2,6,540,2,3,5,2,1935.0,2108,0,0,5,2,0,13728,0,120.0,3,0,0,6,7,0,6,6,2,0,1,3,4,90,1,7,1127,0,1935,1986,2,12.367345048436391
1831,0,0,1,1387,0,2,1,0,0,1,2,2,0,0,5,1,2,3,6,807,3,0,5,1,1995.0,3627,1,0,5,2,0,35760,1,118.0,0,325,0,6,15,76,4,10,2,0,1,3,4,0,1,10,1930,361,1995,1996,0,13.345508528717259
1118,0,0,0,522,0,0,1,0,4,1,2,2,0,0,4,1,1,1,6,358,1,0,5,1,1977.0,1118,0,4,7,3,0,9880,4,76.0,3,0,0,6,11,0,5,6,2,576,1,1,4,0,1,6,1096,203,1977,1977,2,12.049424683420915
1261,0,0,3,662,0,0,1,0,4,1,2,2,0,0,5,1,1,1,6,433,2,2,5,1,1958.0,1261,0,0,2,3,0,9120,4,76.0,3,0,1400,10,12,0,5,6,2,0,1,3,4,288,1,6,1261,0,1958,1958,2,12.001511614739405
625,0,4,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,625,2,0,5,5,2006.0,1250,1,0,5,2,0,4017,4,35.0,0,0,0,2,21,54,4,7,2,0,1,1,4,0,1,5,625,0,2006,2007,2,12.05467400868968
1636,0,0,3,152,469,5,0,0,4,1,2,2,0,0,2,1,1,3,0,0,0,1,3,6,0.0,3086,0,4,0,0,0,18030,4,138.0,0,0,0,2,4,0,5,5,2,0,1,1,4,0,1,12,1598,122,1946,1994,1,12.208574513247495
1170,0,0,3,503,0,5,0,0,2,1,2,2,0,0,2,1,0,2,6,360,2,3,5,5,1932.0,2345,1,4,5,3,0,16560,4,80.0,0,0,0,6,6,0,7,6,2,0,1,1,4,0,1,9,952,0,1932,1950,0,12.384223015005313
2129,0,0,3,700,0,2,0,0,2,1,2,2,0,0,5,1,2,2,6,541,2,0,5,1,1992.0,2872,1,0,0,2,0,10678,4,85.0,3,215,0,3,15,33,4,8,2,0,1,3,4,0,1,9,1683,0,1992,2000,1,12.560247968016562
923,0,0,3,658,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,264,1,3,5,1,1984.0,923,0,4,2,3,0,6951,1,37.0,0,0,0,9,11,0,4,5,2,0,1,1,4,0,1,5,876,362,1984,1985,2,11.691080018519527
818,0,0,3,468,0,5,0,0,4,1,0,2,0,116,3,0,1,1,6,210,1,3,5,5,1926.0,1224,0,4,0,3,0,3950,4,60.0,3,0,0,11,17,0,7,6,0,0,1,1,4,0,1,5,818,0,1926,2004,3,11.652696102959753
820,0,0,3,0,0,6,0,0,4,1,2,2,0,102,2,1,0,1,6,186,1,3,1,5,1921.0,1343,1,0,0,3,0,7681,2,54.0,0,0,0,6,6,0,5,5,2,0,1,1,4,0,1,7,731,192,1921,1950,3,11.950541482162043
1124,0,0,4,0,0,4,0,0,3,1,2,2,0,190,2,1,3,1,3,0,0,1,3,6,0.0,1124,0,2,2,3,0,8335,0,77.0,3,0,0,3,7,36,4,5,0,0,1,1,4,0,1,5,0,0,1954,1954,0,11.440365524765756
1298,0,0,3,1216,0,3,0,0,2,1,2,2,0,0,3,0,5,2,6,693,2,0,5,1,1990.0,2514,1,0,5,3,0,11170,0,85.0,1,0,0,3,23,0,4,7,2,0,1,1,4,0,1,8,1216,0,1990,1991,0,12.429220196836383
1652,153,4,1,1480,0,2,1,1,0,1,2,2,0,0,2,1,2,2,6,482,2,0,5,1,2008.0,1652,0,0,2,2,1,5587,4,64.0,0,123,0,10,6,53,4,8,2,0,1,3,5,0,1,5,1600,162,2008,2008,2,12.880294363972055
2411,0,0,0,2096,0,2,1,0,0,1,2,2,0,0,5,2,2,3,6,813,3,0,5,1,1996.0,4476,1,0,5,0,0,15623,0,160.0,0,0,0,6,15,78,4,10,2,555,1,3,0,0,1,10,2396,171,1996,1996,1,13.521140839642674
1130,0,0,3,821,0,5,1,0,4,1,2,2,0,0,2,1,0,1,6,720,2,3,5,5,1970.0,1130,0,0,2,3,0,10800,4,60.0,3,0,0,5,17,0,5,5,2,0,1,3,4,0,1,5,1120,229,1920,1950,0,11.695255355062795
1572,0,0,1,1159,0,5,1,0,4,1,2,2,0,0,5,2,1,1,6,995,3,2,5,0,1963.0,1572,1,2,2,3,1,35133,4,50.0,3,148,0,4,23,263,3,5,2,0,1,3,4,263,0,5,1572,0,1963,1963,1,12.137263685701864
949,0,0,3,392,0,1,1,0,4,1,2,2,0,236,3,0,0,1,6,392,1,3,5,1,1965.0,1221,0,2,0,3,0,9738,4,60.0,3,0,0,2,7,0,6,5,2,0,1,1,4,0,1,7,784,0,1924,1950,0,11.560772327227417
1014,0,1,2,440,0,1,1,0,1,1,0,0,0,0,3,0,1,2,6,420,2,3,1,4,1920.0,1699,0,4,5,3,1,10615,0,107.0,0,0,0,7,17,74,4,3,2,0,1,1,0,0,1,7,978,0,1900,1970,3,11.461642696843066
1624,0,0,3,1456,0,2,1,0,2,1,2,2,0,192,1,1,2,2,6,757,3,2,5,1,1994.0,1624,0,0,2,2,0,12461,0,89.0,3,0,0,6,15,114,4,8,2,0,1,1,4,0,1,5,1624,0,1994,1995,0,12.476103599529843
831,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,493,2,2,5,1,2002.0,1660,1,0,5,2,0,8935,4,68.0,0,52,0,6,5,68,4,7,2,0,1,1,4,0,1,7,831,144,2002,2002,3,12.180759965737863
1028,0,0,3,0,0,6,0,0,4,1,2,2,0,0,5,1,2,2,6,442,2,0,5,1,1999.0,1804,1,2,5,2,0,7500,4,60.0,3,0,0,5,8,60,4,7,2,0,1,1,4,0,1,7,994,140,1999,1999,4,12.149507585033072
1622,0,1,0,1159,0,1,1,0,4,1,2,2,0,0,5,1,1,1,6,1356,4,0,5,0,1975.0,1622,0,0,2,3,1,32463,4,73.0,3,94,0,2,11,0,3,4,2,0,1,1,4,0,1,7,1249,439,1961,1975,1,12.031725210748633
764,0,3,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,492,2,3,5,5,1999.0,1441,1,0,5,2,0,2645,4,24.0,3,261,0,10,21,0,4,8,2,0,1,1,4,0,1,5,776,206,1999,2000,1,12.066816325306588
842,0,0,2,0,0,6,0,0,4,1,2,2,0,84,3,0,2,1,6,250,1,3,5,5,1925.0,1472,0,2,0,2,0,9600,4,60.0,3,0,0,6,17,0,7,5,1,0,1,2,4,0,1,6,702,0,1925,1994,1,11.736077016252437
1224,0,4,3,883,0,2,1,0,0,1,2,2,0,0,3,0,2,2,6,402,2,0,5,1,1999.0,1224,0,0,2,3,0,4500,2,73.0,3,248,0,5,11,304,4,6,2,0,1,3,4,0,1,5,1224,0,1999,1999,3,12.013706813470414
663,0,0,3,371,0,0,0,0,4,1,2,2,0,0,3,0,1,1,6,299,1,0,5,1,1969.0,1352,1,4,5,3,0,9364,0,80.0,3,88,0,2,19,36,6,6,2,0,1,1,4,0,1,7,663,379,1969,1969,4,11.970356641102999
728,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,400,2,0,5,1,2005.0,1456,1,0,5,2,0,8029,4,51.0,0,0,0,6,8,24,4,6,2,0,1,1,4,0,1,8,728,100,2005,2005,2,12.07824495582233
879,0,0,0,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,660,3,0,5,3,2006.0,1863,1,0,5,2,0,14054,4,58.0,0,0,0,10,8,17,4,7,2,0,1,1,5,0,1,9,879,100,2006,2006,0,12.29779001527865
815,0,0,3,0,0,6,0,0,4,1,2,2,0,330,2,1,0,1,6,225,1,3,5,5,1916.0,1690,0,0,4,3,0,8850,0,65.0,0,0,0,6,17,0,5,7,2,0,1,1,4,0,1,7,815,0,1916,1950,0,11.87757552297847
1212,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,573,2,2,5,1,2001.0,1212,0,0,2,2,0,9100,4,70.0,3,0,0,5,5,0,4,7,2,0,1,1,4,0,1,6,1212,356,2001,2001,3,12.08954444723597
1382,0,0,3,547,0,5,0,0,4,1,2,2,0,0,4,1,1,1,6,459,2,3,5,1,1974.0,1382,1,2,2,3,0,11235,4,75.0,3,24,0,9,19,82,4,4,2,0,1,1,4,0,1,6,1051,0,1963,1979,0,11.904974309480183
864,0,0,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,1,6,280,1,3,5,1,1972.0,864,0,2,2,3,0,9353,4,71.0,3,0,0,6,12,0,4,4,2,0,1,1,0,0,1,5,864,0,1970,1970,0,11.6617850286409
866,0,0,0,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,546,2,2,5,1,1998.0,1779,1,0,5,2,0,10400,0,80.0,3,0,0,2,5,36,4,7,2,0,1,1,4,0,1,6,866,198,1998,1998,3,12.19552218463499
884,0,0,3,0,0,6,1,0,4,1,2,2,0,208,1,1,0,1,6,216,1,3,5,5,1960.0,1348,0,0,0,3,0,6000,0,50.0,3,0,0,4,3,0,7,5,0,0,1,1,4,0,1,5,884,0,1925,1997,3,11.669937760751914
1630,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,451,2,3,5,1,2000.0,1630,0,0,2,2,0,9750,4,75.0,3,113,0,9,5,234,4,7,2,0,1,1,4,0,1,6,1630,74,2000,2001,3,12.269052139516223
1074,0,0,3,788,0,0,1,0,2,1,2,2,0,0,3,0,1,1,6,495,2,2,5,1,1975.0,1074,1,0,2,3,0,10140,4,78.0,3,0,0,6,14,88,5,5,2,0,1,1,4,0,1,6,1056,0,1975,1975,0,11.941462360646149
2196,0,0,2,485,177,0,0,0,2,1,2,2,0,0,5,1,1,2,6,701,3,2,5,1,1990.0,2196,0,2,2,2,0,14684,1,90.0,0,153,0,5,20,70,6,7,2,0,1,3,4,0,1,7,2158,84,1990,1991,3,12.513193308436527
1056,0,0,3,1056,0,5,1,0,4,1,2,2,0,0,3,0,1,1,6,384,1,3,5,5,1966.0,1056,0,4,2,3,0,8900,4,66.5,3,0,0,10,20,42,3,4,2,0,1,1,4,0,1,5,1056,0,1966,1966,0,11.580593459194764
1700,0,0,0,340,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,544,2,2,5,1,2003.0,1700,0,0,2,2,0,9135,4,70.0,3,73,0,4,5,23,4,6,2,0,1,1,4,0,1,7,1682,192,2003,2003,0,12.206077645517674
1283,0,0,3,504,108,5,1,0,4,1,2,2,0,0,3,0,1,1,6,506,2,3,5,5,1980.0,1283,0,4,2,3,0,7763,4,70.0,3,0,0,9,12,0,6,5,2,0,1,1,4,0,1,6,931,0,1962,1980,2,11.849404844423074
1660,0,0,2,1220,0,2,1,0,0,1,8,2,0,0,2,1,2,2,6,500,2,2,5,1,2006.0,1660,0,0,2,2,0,10182,1,85.0,0,245,0,4,21,50,4,8,2,0,1,3,5,0,1,8,1660,322,2006,2006,0,12.577639650232573
1055,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,462,2,2,5,1,1992.0,1845,1,0,5,2,0,11218,4,70.0,3,0,400,4,20,104,4,6,2,0,1,1,4,0,1,8,1055,635,1992,1992,4,12.149507585033072
1080,0,0,0,427,0,2,0,0,2,1,2,2,0,0,3,0,5,2,6,492,2,2,5,2,1988.0,1752,0,2,0,3,1,12134,4,152.0,0,0,0,5,8,12,6,8,2,0,1,1,4,0,1,8,559,325,1988,2005,4,12.00762780434872
672,0,0,3,344,0,5,1,0,4,1,2,2,0,0,3,0,1,1,6,234,1,3,5,1,1941.0,672,0,4,2,3,0,9340,4,50.0,3,0,0,7,7,113,5,4,0,0,1,3,4,0,1,4,672,0,1941,1950,3,11.635151947212842
960,0,0,0,648,0,2,1,1,4,1,2,2,0,0,3,0,1,0,6,364,1,3,5,1,1965.0,960,0,0,7,3,0,10246,1,71.0,0,0,0,4,19,0,8,4,2,0,1,1,4,0,1,3,648,88,1965,2001,0,11.884495917930655
999,0,0,0,784,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,300,1,3,5,1,1962.0,999,0,4,6,3,0,10205,4,69.0,0,0,0,4,12,72,4,5,2,0,1,1,4,0,1,6,925,150,1962,1962,0,11.80932691294063
894,0,0,3,180,374,5,0,0,4,1,2,2,0,0,3,0,1,1,6,384,1,2,5,5,1966.0,894,0,4,2,3,0,7094,4,99.0,0,0,0,4,19,0,4,5,2,0,1,1,4,0,1,5,894,0,1966,1966,1,11.736077016252437
1318,0,2,4,0,0,4,0,0,3,1,5,2,0,0,3,0,3,2,6,539,2,3,5,1,1978.0,1902,0,4,0,3,0,8930,4,68.0,3,0,0,3,19,0,4,6,2,0,1,1,4,0,1,8,0,0,1978,1978,4,11.626263078808801
1314,0,0,2,936,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,552,2,2,5,1,2009.0,1314,0,0,2,2,0,8640,4,72.0,3,37,0,8,21,112,4,8,2,0,1,1,5,0,1,6,1300,135,2009,2009,3,12.343470927093518
672,0,0,4,0,0,4,0,0,3,0,2,2,0,0,3,0,3,1,6,0,0,1,3,6,0.0,912,0,2,0,3,0,6240,4,52.0,3,0,0,6,3,0,4,4,0,0,1,1,4,0,1,3,0,0,1947,1950,0,11.296024885689746
672,0,3,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,1218,1,4,5,3,0,1680,4,21.0,3,154,0,3,2,0,4,6,0,0,1,1,0,0,1,7,672,201,1971,1971,0,11.424105180165641
912,0,0,3,312,600,5,0,0,4,1,2,2,0,0,3,0,1,1,6,288,1,3,5,1,1964.0,912,0,4,2,3,0,7800,4,66.0,0,0,0,10,12,0,4,5,2,0,1,1,0,0,1,5,912,0,1964,1964,0,11.652696102959753
1211,0,0,3,250,492,1,0,0,4,1,1,2,0,0,5,1,1,1,6,322,1,3,5,1,1968.0,1211,0,0,2,3,0,8250,4,55.0,3,0,0,7,19,63,4,5,2,0,1,3,4,0,1,5,952,0,1968,1968,2,11.80560254159177
1168,0,0,2,196,0,5,0,0,4,1,0,2,0,0,2,1,1,2,6,315,1,3,5,1,1949.0,1846,0,0,0,3,0,10496,4,78.0,3,209,0,0,12,0,5,6,2,0,1,1,4,0,1,7,1040,0,1949,1950,1,11.870606902224587
2136,0,0,3,756,0,3,0,0,4,0,2,2,0,0,3,0,1,2,4,528,2,3,5,5,1951.0,2136,0,4,2,3,0,10680,4,89.0,3,19,0,9,12,30,2,5,2,0,1,3,4,0,1,7,2136,0,1951,1951,0,11.834291315386718
788,0,0,0,724,0,2,1,0,2,1,6,2,0,0,2,1,2,2,6,388,2,0,5,1,2004.0,1490,1,0,5,2,0,15384,4,60.0,0,0,0,1,8,75,4,7,2,0,1,1,4,0,1,8,788,100,2004,2005,2,12.122696471358964
1138,0,0,0,507,0,2,0,1,4,1,2,2,0,0,3,0,1,1,6,264,1,2,5,1,1958.0,1138,0,0,7,3,0,10482,4,65.0,3,30,0,5,12,0,7,6,2,0,1,3,4,0,1,6,588,224,1958,1958,1,11.884495917930655
894,0,0,2,0,0,6,0,0,2,1,1,2,0,0,2,1,2,2,6,668,3,0,5,3,2007.0,1933,1,0,5,2,0,14598,1,86.0,0,38,0,0,21,18,4,6,2,0,1,1,4,0,1,9,894,100,2007,2007,2,12.273735966890268
912,0,0,3,595,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,576,2,3,5,5,1992.0,912,0,0,2,2,0,8872,0,72.0,3,199,0,11,12,240,7,5,2,0,1,1,4,0,1,5,912,0,1965,2008,2,11.898194668458823
1702,0,4,3,1540,0,2,1,0,0,1,2,2,0,0,2,1,2,1,6,1052,3,0,5,1,2008.0,1702,1,0,2,0,0,8769,0,65.0,3,308,0,9,16,72,4,9,2,0,1,3,5,224,1,7,1702,0,2008,2008,2,12.813920618864572
1507,0,0,3,666,0,0,0,0,4,1,2,2,0,0,3,0,1,2,0,404,1,3,5,2,1960.0,1507,0,2,7,3,0,7910,4,70.0,3,0,0,7,12,0,4,5,2,0,1,3,4,0,1,7,1075,0,1960,1960,2,11.751950239425476
1361,0,2,3,498,211,2,0,0,2,1,1,5,0,145,5,1,1,2,6,600,2,2,5,3,1977.0,2620,2,0,0,3,0,18890,4,71.0,0,1,8300,7,19,24,4,5,0,0,1,5,4,0,1,12,1361,155,1977,1977,1,12.154784614286667
1190,0,2,0,803,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,540,2,3,5,1,1962.0,1190,0,4,7,3,0,7728,4,70.0,3,73,0,4,12,18,5,5,2,0,1,3,4,0,1,6,1106,0,1962,1962,0,11.794345471549745
1224,0,2,4,0,0,4,0,0,3,1,2,2,0,0,3,0,3,2,6,462,2,3,5,4,1962.0,1224,0,4,2,3,0,9842,2,70.0,3,0,0,2,12,0,4,4,2,0,1,1,4,0,1,6,0,0,1962,1962,1,11.530775206233024
1188,0,0,3,1000,0,5,1,0,4,1,2,2,0,0,3,0,1,1,6,531,2,2,5,1,1959.0,1188,0,1,2,3,0,12160,4,73.0,0,119,0,4,12,0,4,5,2,0,1,3,0,0,1,6,1188,0,1959,1959,4,11.863589378812122
1024,0,0,0,0,0,6,0,0,4,0,2,2,0,0,3,0,2,1,6,0,0,1,3,6,0.0,1964,1,4,5,3,0,8525,4,55.0,3,0,0,10,18,192,5,5,0,0,1,1,0,0,1,7,940,0,1911,1950,2,11.775297421715827
892,0,0,2,0,0,6,0,0,2,1,2,2,0,0,3,0,0,1,6,180,1,3,1,5,1914.0,1784,1,2,5,3,0,13132,4,96.0,3,0,0,6,6,40,4,5,0,0,1,1,4,0,1,9,747,203,1914,1950,0,11.841423131921784
764,0,3,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,474,2,2,5,3,2003.0,1626,1,0,5,2,0,2628,4,36.0,3,62,0,5,16,27,4,7,2,0,1,1,4,0,1,6,764,0,2003,2003,4,12.075400019877522
847,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,434,2,0,5,3,2004.0,1948,1,0,5,2,0,12393,2,41.0,1,0,0,8,5,48,4,7,2,0,1,1,4,0,1,8,847,100,2004,2005,0,12.180759965737863
1141,0,0,3,0,0,6,0,0,2,1,5,2,0,0,3,0,2,1,6,484,2,3,5,5,2005.0,1141,1,0,2,3,0,13072,4,63.0,3,0,0,2,20,0,4,6,2,0,1,1,0,0,1,6,1141,0,2005,2005,0,11.86710429621008
1484,0,0,0,428,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,472,2,2,5,1,2006.0,1484,0,0,2,0,0,9037,4,64.0,0,12,0,11,23,33,4,8,2,0,1,3,4,0,1,6,1476,120,2006,2006,1,12.490879338036375
884,0,0,3,550,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,543,2,2,5,1,2003.0,1768,1,0,5,2,0,8158,4,65.0,3,165,0,6,5,63,4,7,2,0,1,1,4,0,1,8,884,0,2003,2003,2,12.323415584358154
